Frame,Detected,Ground_Truth,Confidence,FPS
194,1,1,0.708458483,22.77977884
195,1,1,0.824574232,21.09354616
196,1,1,0.826169491,22.47739294
197,1,1,0.844116092,20.91066995
198,1,1,0.88097918,22.3704565
199,1,1,0.865700483,22.79649327
200,1,1,0.8769961,21.42848239
201,1,1,0.879868746,22.7758205
202,1,1,0.823485851,20.93248092
203,1,1,0.795642018,20.42375489
204,1,1,0.304333448,20.50412839
205,1,1,0.254076391,20.18598249
206,1,1,0.333697498,19.88632334
207,1,1,0.396435708,20.0191108
208,1,1,0.397826135,19.71674627
209,0,1,,20.68319624
210,0,1,,20.14913313
211,0,1,,20.46311393
212,0,1,,20.98432044
213,0,1,,20.79971436
214,1,1,0.445114195,20.79672354
215,0,1,,22.37785638
216,1,1,0.294538945,20.76336724
217,0,1,,22.16393997
218,0,1,,14.26624309
219,0,1,,17.49179063
220,0,1,,20.28124773
221,0,1,,22.08702521
222,0,1,,20.98526535
223,1,1,0.345500886,21.43921651
224,1,1,0.492267579,19.01144049
225,1,1,0.578869283,20.20484708
226,1,1,0.446378887,19.21410215
227,1,1,0.489297032,19.25883206
228,1,1,0.489502549,20.23408864
229,1,1,0.751502693,20.7123055
230,1,1,0.712056279,21.84851958
231,1,1,0.807041049,22.48510483
232,1,1,0.84133929,21.02292104
233,1,1,0.819388747,20.49070559
234,1,1,0.836197615,20.6473565
235,1,1,0.852955401,20.86500415
236,1,1,0.873723507,21.16443381
237,1,1,0.859549105,20.87403824
238,1,1,0.860090911,22.66725754
239,1,1,0.861705899,20.98652537
240,1,1,0.861727417,21.1703092
241,1,1,0.870107651,22.13913815
242,1,1,0.872926593,20.6605783
243,1,1,0.884206712,20.32074804
244,1,1,0.876878381,20.53313751
245,1,1,0.88268888,21.13606426
246,1,1,0.881749451,21.02365867
247,1,1,0.894902468,20.42902718
248,1,1,0.866265476,21.06356779
249,1,1,0.853828847,21.05405188
250,1,1,0.816222966,20.65457554
251,1,1,0.719248533,22.3659235
252,1,1,0.750174522,22.40906128
253,1,1,0.70894891,21.99413742
254,1,1,0.38661769,21.01028397
255,1,1,0.395862877,20.85929698
256,1,1,0.513554037,22.23078269
257,0,1,,21.22097253
258,0,1,,22.28180133
259,1,1,0.304204345,20.50743671
260,1,1,0.465102166,21.54538123
261,1,1,0.403559715,21.24300561
262,0,1,,21.44941292
263,0,1,,20.85297086
264,0,1,,20.54651533
265,0,1,,15.44027359
266,0,1,,16.42885848
267,0,1,,22.76704283
268,0,1,,22.1285091
269,0,1,,21.84567467
270,1,1,0.720601559,22.0536948
271,1,1,0.790262818,20.37702043
272,1,1,0.782208562,20.83825933
273,1,1,0.77704668,20.51104699
274,1,1,0.62832737,21.29326118
275,1,1,0.758708835,21.00260385
276,1,1,0.746952593,22.5789128
277,1,1,0.848479509,21.61499851
278,1,1,0.838496983,22.62214479
279,1,1,0.834645748,22.66456284
280,1,1,0.787455618,20.61376806
281,1,1,0.872200489,22.75753104
282,1,1,0.85673672,22.5630013
283,1,1,0.843829632,21.00891587
284,1,1,0.838523209,22.1276919
285,1,1,0.861701131,20.69625975
286,1,1,0.865560055,20.7888896
287,1,1,0.860869646,20.43012177
288,1,1,0.846225083,20.61893619
289,1,1,0.813803613,21.10989536
290,1,1,0.79861325,22.61336324
291,1,1,0.790670216,21.90191328
292,1,1,0.815835655,21.36952745
293,1,1,0.826487839,22.74198341
294,1,1,0.806553721,21.21056305
295,1,1,0.789108992,20.73216713
296,1,1,0.781026542,22.56907174
297,1,1,0.82435441,20.86490036
298,1,1,0.763513207,22.39219266
299,1,1,0.826128006,21.0730923
300,1,1,0.795410395,21.14704044
301,1,1,0.859991848,21.28893807
302,1,1,0.849172652,19.86531967
303,1,1,0.822808564,19.61889527
304,1,1,0.836349308,19.06146582
305,1,1,0.835257888,20.92558833
306,1,1,0.801709592,21.6332821
307,1,1,0.798857093,22.42859358
308,1,1,0.822336614,20.41351653
309,1,1,0.819586813,20.97907247
310,1,1,0.819331467,22.25909749
311,1,1,0.811770022,21.1203126
312,1,1,0.810436428,20.46551026
