Frame,Detected,Ground_Truth,Confidence,FPS
201,1,1,0.636233509,20.53635465
202,1,1,0.68159765,21.79742441
203,1,1,0.715344965,21.01765375
204,1,1,0.750989199,20.70627265
205,1,1,0.700903118,21.14842659
206,1,1,0.729988456,20.67208485
207,1,1,0.686907709,21.33908575
208,1,1,0.722660065,21.38761607
209,1,1,0.758507133,14.51281111
210,1,1,0.755054832,17.63416593
211,1,1,0.706308782,20.95465151
212,1,1,0.712052524,21.91495898
213,1,1,0.507875741,21.01586347
214,1,1,0.542151749,21.76304183
215,0,1,,22.7613595
216,0,1,,21.37312094
217,0,1,,20.80322193
218,0,1,,21.60041612
219,0,1,,21.07288056
220,1,1,0.416959256,20.92193501
221,1,1,0.716241479,22.8739461
222,1,1,0.722649574,22.60617232
223,1,1,0.707996547,22.23219671
224,1,1,0.696310461,20.91431934
225,1,1,0.69715488,22.68429791
226,1,1,0.675568342,21.19073819
227,1,1,0.696989417,20.99030632
228,1,1,0.796352923,20.54027689
229,1,1,0.762931705,22.54541545
230,1,1,0.854835212,22.18586322
231,1,1,0.820057631,21.23816516
232,1,1,0.832490027,20.57544273
233,1,1,0.822192311,21.03167058
234,1,1,0.817563355,20.51134791
235,1,1,0.81135112,20.88318413
236,1,1,0.763155878,20.66882506
237,1,1,0.711050928,21.34647076
238,1,1,0.525040984,21.12254621
239,1,1,0.469691992,21.01691654
240,0,1,,20.70146933
241,0,1,,20.7129192
242,1,1,0.330675483,21.33376737
243,1,1,0.33606565,21.26616268
244,1,1,0.288680136,20.8281184
245,1,1,0.447779298,20.35644987
246,2,1,0.351078436,21.80807787
247,1,1,0.634406447,19.7265758
248,1,1,0.714998603,21.74149505
249,1,1,0.71898514,20.23701745
250,1,1,0.559967279,20.56878322
251,1,1,0.606674314,20.55024008
252,1,1,0.586120844,22.48667196
253,1,1,0.712364554,21.10065601
254,1,1,0.764291763,20.94345577
255,0,1,,20.5553764
256,1,1,0.315031737,21.51476789
257,0,1,,22.74790381
258,0,1,,21.02682054
259,0,1,,22.7604949
260,0,1,,22.9925666
261,0,1,,22.42631506
262,0,1,,21.26454544
263,0,1,,21.87427117
264,0,1,,20.96753617
265,1,1,0.306067675,22.06831527
266,1,1,0.643085599,20.65396528
267,2,1,0.364164338,22.76383017
268,1,1,0.736465573,20.73083501
269,1,1,0.577993155,21.0220781
270,1,1,0.813367724,22.83161138
271,1,1,0.839932144,20.15813909
272,1,1,0.848860383,20.9333167
273,1,1,0.848654032,21.08093003
274,1,1,0.848059773,20.30412346
275,1,1,0.844100296,21.0522554
276,1,1,0.837099552,21.21989892
277,1,1,0.818642914,21.33387588
278,1,1,0.833024859,20.39713663
279,1,1,0.8207376,22.9690209
280,1,1,0.825452507,22.19314147
281,1,1,0.822949469,21.14512145
282,1,1,0.824972689,20.87850625
283,1,1,0.829856932,21.25441628
284,1,1,0.837869287,21.60275243
285,1,1,0.868815541,22.44131385
286,1,1,0.865626395,21.51267125
287,1,1,0.831994176,21.04285528
288,1,1,0.818972051,20.73759987
289,1,1,0.828062117,21.64377567
290,1,1,0.829301059,21.00754794
291,1,1,0.820481539,22.3368606
292,1,1,0.818440795,21.44513582
293,1,1,0.818114221,21.60920772
294,1,1,0.819371819,21.42082174
295,1,1,0.815110207,23.11892097
296,1,1,0.818510473,21.1203126
297,1,1,0.81853646,23.02361479
298,1,1,0.814994335,22.70468189
299,1,1,0.817251861,22.15480831
300,1,1,0.816173315,20.7707705
301,1,1,0.808218658,21.15023952
302,1,1,0.816090226,22.29708149
303,1,1,0.822460115,22.54929411
304,1,1,0.809061706,22.58669453
305,1,1,0.810170949,22.2181822
306,1,1,0.821564674,21.37519047
307,1,1,0.858150303,21.40256771
308,1,1,0.837922812,20.46920569
309,1,1,0.848707855,21.27554757
310,1,1,0.832967043,20.8433335
311,2,1,0.562363058,23.05880283
312,2,1,0.54299739,22.99042409
313,1,1,0.799477816,22.87918658
314,1,1,0.833623707,20.71496516
315,1,1,0.792353988,20.80280922
316,1,1,0.725349247,21.25646288
317,1,1,0.575730383,20.97602985
318,1,1,0.649678469,22.77507846
319,1,1,0.681517839,20.49340877
320,1,1,0.542201042,22.77656258
321,1,1,0.563229918,22.25602657
322,0,1,,21.59418842
323,0,1,,21.53476169
324,0,1,,20.87320719
325,0,1,,21.94511503
326,0,1,,21.82725764
327,0,1,,22.77136901
328,0,1,,21.10766444
329,0,1,,22.97619282
330,1,1,0.542741597,22.62202278
331,1,1,0.654341996,22.34852433
332,1,1,0.260071754,21.31858659
333,1,1,0.435503483,21.54870198
334,1,1,0.646746278,21.57685877
335,1,1,0.618862689,22.80504567
336,1,1,0.340639293,22.24457715
337,0,1,,22.26134217
338,1,1,0.494931281,20.50713591
339,1,1,0.440396398,20.28958698
340,1,1,0.623412251,19.58545719
341,1,1,0.732832015,21.49954892
342,1,1,0.497261941,20.38999728
343,1,1,0.560913265,20.63648664
344,1,1,0.457435757,20.81581768
345,1,1,0.661882937,22.47618843
346,1,1,0.585935056,22.80157436
347,1,1,0.709019542,22.72621073
348,1,1,0.729078233,21.89013971
349,1,1,0.708883166,21.89471047
350,1,1,0.78480953,20.89525233
351,1,1,0.794435859,20.6865626
352,1,1,0.792925954,22.40570946
353,1,1,0.702264667,22.34435731
354,1,1,0.765087664,21.11690992
355,1,1,0.758836746,22.78386233
356,1,1,0.778764188,21.20766738
357,1,1,0.774308562,20.78054678
358,1,1,0.795995116,22.80504567
359,1,1,0.761880279,22.19102794
360,1,1,0.766510963,22.66885016
361,1,1,0.727806091,21.01723248
362,1,1,0.741228759,21.81828775
363,1,1,0.7326774,13.5294019
364,1,1,0.7581352,19.0480481
365,1,1,0.746210635,22.38788985
366,1,1,0.745520234,20.71107819
367,1,1,0.744069934,20.93519743
368,1,1,0.714421213,21.7945928
369,1,1,0.7271052,21.1045844
370,1,1,0.736490667,21.63004677
371,1,1,0.730393648,22.60909689
372,1,1,0.734393775,20.89015285
373,1,1,0.72797066,22.09260947
374,1,1,0.740102053,21.15119944
375,1,1,0.736468315,21.03483485
376,1,1,0.751280606,22.73236933
377,1,1,0.714593589,22.82452942
378,1,1,0.718752146,21.27835386
379,1,1,0.724039674,23.06247972
380,1,1,0.744745195,21.18527947
381,1,1,0.750631452,21.08548706
382,1,1,0.779076338,21.72662899
383,1,1,0.772070527,20.54218827
384,1,1,0.778836906,21.08167173
385,1,1,0.781529665,21.66177238
386,1,1,0.780786097,21.87084932
387,1,1,0.774497569,21.49855713
388,1,1,0.777735054,22.55778332
